pair,interval,open,high,low,close,volume_coin_1,volume_coin_2,open_time,close_time
BTCBUSD,15m,29224.86,29278.42,29224.86,29272.06,66.054685,1932789.21155139,1609476300000,1609477199999
BTCBUSD,15m,29274.01,29288.08,29140.35,29174.39,86.832083,2535773.96385694,1609477200000,1609478099999
BTCBUSD,15m,29175.18,29243.42,29172.95,29217.05,63.680868,1860092.31508455,1609478100000,1609478999999
BTCBUSD,15m,29215.31,29263.94,29167.67,29229.14,55.489904,1621428.91538931,1609479000000,1609479899999
BTCBUSD,15m,29229.15,29261.9,29197.22,29236.94,35.467218,1036450.53305483,1609479900000,1609480799999
BTCBUSD,15m,29236.94,29309.99,29236.94,29264.63,43.103415,1262413.43071939,1609480800000,1609481699999
BTCBUSD,15m,29264.63,29288.1,29150.0,29150.0,67.581091,1975408.10610125,1609481700000,1609482599999
BTCBUSD,15m,29152.25,29253.53,29152.25,29243.67,79.406808,2319097.46268409,1609482600000,1609483499999
BTCBUSD,15m,29243.66,29252.58,29142.08,29220.31,103.970207,3035127.58257733,1609483500000,1609484399999
BTCBUSD,15m,29220.31,29234.69,28872.61,28981.05,248.821845,7222601.93228498,1609484400000,1609485299999
BTCBUSD,15m,28981.04,29085.38,28956.7,29064.81,93.155196,2705164.80303055,1609485300000,1609486199999
BTCBUSD,15m,29064.81,29151.45,29050.0,29139.4,106.512931,3101212.51339668,1609486200000,1609487099999
BTCBUSD,15m,29139.4,29150.0,29101.64,29144.69,70.2677,2046760.83336805,1609487100000,1609487999999
BTCBUSD,15m,29144.7,29235.4,29033.17,29057.48,113.755563,3314570.47166496,1609488000000,1609488899999
BTCBUSD,15m,29057.28,29100.0,28930.37,29086.38,121.333677,3519645.89390241,1609488900000,1609489799999
BTCBUSD,15m,29086.38,29170.48,29016.26,29034.95,68.208707,1985217.54765419,1609489800000,1609490699999
BTCBUSD,15m,29034.94,29132.03,28980.0,29053.75,90.129301,2620187.33919477,1609490700000,1609491599999
BTCBUSD,15m,29053.74,29200.0,29034.14,29179.49,101.74009,2963291.50777282,1609491600000,1609492499999
BTCBUSD,15m,29179.49,29284.13,29141.53,29236.47,107.487482,3140413.56571339,1609492500000,1609493399999
BTCBUSD,15m,29235.35,29362.03,29234.94,29282.88,84.937757,2489429.93380194,1609493400000,1609494299999
BTCBUSD,15m,29282.89,29335.31,29248.99,29257.84,88.577342,2593681.75254177,1609494300000,1609495199999
BTCBUSD,15m,29257.84,29369.33,29214.7,29337.36,88.973279,2606880.9766746,1609495200000,1609496099999
BTCBUSD,15m,29337.36,29403.96,29280.73,29283.09,91.286799,2678114.77224371,1609496100000,1609496999999
BTCBUSD,15m,29283.63,29375.0,29267.44,29329.71,76.159081,2232259.66902751,1609497000000,1609497899999
BTCBUSD,15m,29329.71,29363.91,29266.84,29286.68,105.843761,3103160.50377815,1609497900000,1609498799999
BTCBUSD,15m,29286.68,29400.0,29273.73,29358.53,135.282617,3969532.26769842,1609498800000,1609499699999
BTCBUSD,15m,29358.81,29437.22,29319.99,29424.56,127.6853,3754648.07743649,1609499700000,1609500599999
BTCBUSD,15m,29426.62,29470.74,29318.18,29340.86,155.049945,4557309.50968669,1609500600000,1609501499999
BTCBUSD,15m,29340.85,29379.85,29301.73,29377.61,67.755009,1988278.27242413,1609501500000,1609502399999
BTCBUSD,15m,29377.62,29386.02,29262.84,29328.9,77.923084,2285170.28696426,1609502400000,1609503299999
BTCBUSD,15m,29328.77,29516.0,29305.89,29509.53,123.718986,3643462.62544363,1609503300000,1609504199999
BTCBUSD,15m,29509.54,29678.0,29491.81,29562.17,412.179312,12197003.14013892,1609504200000,1609505099999
BTCBUSD,15m,29561.5,29564.26,29212.89,29300.95,353.591065,10380108.93622401,1609505100000,1609505999999
BTCBUSD,15m,29300.95,29449.87,29280.0,29449.87,126.3961,3713380.48664333,1609506000000,1609506899999
BTCBUSD,15m,29449.98,29483.86,29373.28,29454.68,88.736149,2610874.73675904,1609506900000,1609507799999
BTCBUSD,15m,29454.61,29494.46,29426.17,29463.11,77.882784,2294740.82466239,1609507800000,1609508699999
BTCBUSD,15m,29462.36,29539.21,29462.36,29530.61,61.071251,1802600.72495954,1609508700000,1609509599999
BTCBUSD,15m,29531.01,29604.69,29417.82,29521.24,184.864226,5458443.0061801,1609509600000,1609510499999
BTCBUSD,15m,29522.04,29545.37,29462.22,29504.02,147.902679,4363106.46968446,1609510500000,1609511399999
BTCBUSD,15m,29501.41,29520.5,29405.02,29459.93,96.562005,2845732.4049255,1609511400000,1609512299999
BTCBUSD,15m,29460.58,29468.36,29332.41,29385.79,140.987084,4143252.21214255,1609512300000,1609513199999
BTCBUSD,15m,29386.96,29454.54,29312.09,29411.8,106.739299,3136854.43786076,1609513200000,1609514099999
BTCBUSD,15m,29412.4,29433.02,29286.0,29350.76,121.264848,3559616.02065353,1609514100000,1609514999999
BTCBUSD,15m,29350.02,29350.02,29100.0,29195.61,186.751651,5456058.40720973,1609515000000,1609515899999
BTCBUSD,15m,29195.61,29302.46,29193.84,29256.46,63.696427,1864012.50770595,1609515900000,1609516799999
BTCBUSD,15m,29256.46,29322.03,29194.93,29285.73,107.006013,3130663.99424932,1609516800000,1609517699999
BTCBUSD,15m,29287.19,29391.0,29285.47,29345.47,64.881795,1903937.33108999,1609517700000,1609518599999
BTCBUSD,15m,29346.35,29383.07,29315.09,29351.56,76.154119,2235081.08509048,1609518600000,1609519499999
BTCBUSD,15m,29351.56,29420.0,29342.81,29366.68,74.974203,2203466.63546828,1609519500000,1609520399999
BTCBUSD,15m,29366.6,29389.5,29320.73,29376.45,114.743321,3368399.94575672,1609520400000,1609521299999
BTCBUSD,15m,29376.45,29405.99,29301.87,29348.99,57.782031,1696025.32927757,1609521300000,1609522199999
BTCBUSD,15m,29348.97,29348.97,29192.89,29240.75,119.355428,3492101.0438118,1609522200000,1609523099999
BTCBUSD,15m,29240.75,29240.75,29015.46,29148.79,226.980863,6612462.78641304,1609523100000,1609523999999
BTCBUSD,15m,29148.79,29328.89,29058.74,29289.88,160.599843,4698462.59825349,1609524000000,1609524899999
BTCBUSD,15m,29291.88,29309.99,29078.94,29090.01,165.87867,4839052.5812056,1609524900000,1609525799999
BTCBUSD,15m,29090.01,29162.85,28904.83,28950.0,169.631485,4924248.78106824,1609525800000,1609526699999
BTCBUSD,15m,28946.7,29166.2,28686.69,29134.89,372.762041,10759236.06515929,1609526700000,1609527599999
BTCBUSD,15m,29133.6,29133.6,29017.62,29075.31,106.963373,3109748.11826275,1609527600000,1609528499999
BTCBUSD,15m,29077.58,29185.16,29049.54,29122.53,80.4318,2343442.52187963,1609528500000,1609529399999
BTCBUSD,15m,29122.53,29173.58,29093.23,29158.81,55.556912,1618451.56809035,1609529400000,1609530299999
BTCBUSD,15m,29157.29,29190.5,29074.45,29095.81,64.992068,1892852.16450046,1609530300000,1609531199999
BTCBUSD,15m,29095.8,29230.24,28951.98,29230.24,170.128784,4951560.44429505,1609531200000,1609532099999
BTCBUSD,15m,29228.43,29308.93,29206.89,29280.12,90.655404,2653425.22818648,1609532100000,1609532999999
BTCBUSD,15m,29280.11,29290.0,29221.87,29249.4,108.283142,3167591.49680934,1609533000000,1609533899999
BTCBUSD,15m,29249.39,29346.68,29224.74,29275.05,86.768868,2541942.39509212,1609533900000,1609534799999
BTCBUSD,15m,29275.39,29307.18,29256.7,29266.05,68.846352,2015816.13421513,1609534800000,1609535699999
BTCBUSD,15m,29266.11,29313.55,29238.48,29300.58,62.793172,1838947.55851909,1609535700000,1609536599999
BTCBUSD,15m,29300.58,29364.0,29290.79,29297.68,88.709344,2601332.02705499,1609536600000,1609537499999
BTCBUSD,15m,29297.42,29301.57,29221.26,29244.47,65.851986,1927051.26346792,1609537500000,1609538399999
BTCBUSD,15m,29244.48,29312.96,29189.35,29312.96,50.586978,1479495.01226456,1609538400000,1609539299999
BTCBUSD,15m,29312.95,29380.0,29307.31,29345.69,43.406936,1274125.51843086,1609539300000,1609540199999
BTCBUSD,15m,29347.46,29403.33,29310.21,29379.22,64.633462,1897855.16660242,1609540200000,1609541099999
BTCBUSD,15m,29378.61,29386.05,29320.64,29335.57,33.142033,972692.01819217,1609541100000,1609541999999
BTCBUSD,15m,29338.39,29377.23,29319.32,29329.67,26.402916,774963.08410795,1609542000000,1609542899999
BTCBUSD,15m,29330.32,29387.74,29306.57,29353.58,28.882956,847681.04692201,1609542900000,1609543799999
BTCBUSD,15m,29353.58,29406.99,29345.73,29356.69,47.107674,1384247.36251903,1609543800000,1609544699999
BTCBUSD,15m,29356.7,29417.09,29331.95,29406.54,44.358235,1302861.56431695,1609544700000,1609545599999
BTCBUSD,15m,29408.99,29409.14,29286.51,29382.93,76.833701,2255168.67731062,1609545600000,1609546499999
BTCBUSD,15m,29382.93,29382.93,29023.16,29106.11,253.760903,7400064.16261345,1609546500000,1609547399999
BTCBUSD,15m,29103.74,29268.67,29056.89,29265.08,78.436217,2288430.7968158,1609547400000,1609548299999
BTCBUSD,15m,29265.91,29275.27,29199.54,29271.27,42.287879,1236761.17882158,1609548300000,1609549199999
BTCBUSD,15m,29271.27,29276.09,29174.89,29184.47,37.36188,1092311.3592827,1609549200000,1609550099999
BTCBUSD,15m,29184.47,29308.42,29184.47,29281.77,44.249311,1295652.67338841,1609550100000,1609550999999
BTCBUSD,15m,29281.77,29462.07,29278.33,29427.91,137.331767,4032868.26640182,1609551000000,1609551899999
BTCBUSD,15m,29426.67,29489.1,29395.77,29441.76,65.586242,1931505.22229424,1609551900000,1609552799999
BTCBUSD,15m,29441.77,29495.0,29411.0,29479.97,73.790108,2174556.59719244,1609552800000,1609553699999
BTCBUSD,15m,29478.5,29548.74,29438.78,29496.21,107.582658,3174136.75735945,1609553700000,1609554599999
BTCBUSD,15m,29496.21,29509.41,29425.88,29448.7,54.981133,1620021.54244677,1609554600000,1609555499999
BTCBUSD,15m,29448.69,29480.03,29407.2,29409.33,49.1095,1446080.47998115,1609555500000,1609556399999
BTCBUSD,15m,29409.95,29468.2,29364.15,29455.31,113.130567,3328635.65502968,1609556400000,1609557299999
BTCBUSD,15m,29455.31,29455.31,29384.92,29387.45,74.525026,2193003.28312103,1609557300000,1609558199999
BTCBUSD,15m,29387.45,29414.95,29340.68,29354.12,87.284296,2563708.14579815,1609558200000,1609559099999
BTCBUSD,15m,29355.2,29435.5,29355.2,29427.14,41.326318,1215220.13698763,1609559100000,1609559999999
BTCBUSD,15m,29427.15,29436.7,29300.09,29329.4,74.195227,2178958.66159645,1609560000000,1609560899999
BTCBUSD,15m,29329.39,29391.33,29309.01,29379.92,23.423112,687715.20985087,1609560900000,1609561799999
BTCBUSD,15m,29379.92,29441.92,29320.52,29429.98,58.103841,1708158.62159209,1609561800000,1609562699999
BTCBUSD,15m,29429.98,29468.38,29416.89,29429.74,60.025288,1767028.39789668,1609562700000,1609563599999
BTCBUSD,15m,29429.37,29521.41,29425.63,29489.34,90.818061,2677997.78782824,1609563600000,1609564499999
BTCBUSD,15m,29489.34,29581.67,29471.18,29569.66,101.432243,2996270.07935115,1609564500000,1609565399999
BTCBUSD,15m,29569.33,29634.97,29531.02,29583.62,215.927259,6390557.4935604,1609565400000,1609566299999
BTCBUSD,15m,29582.11,29678.9,29563.67,29675.49,137.156607,4062782.70806617,1609566300000,1609567199999
BTCBUSD,15m,29675.52,29738.39,29539.98,29728.0,164.684932,4884744.35147942,1609567200000,1609568099999
BTCBUSD,15m,29728.0,29750.0,29632.0,29740.0,85.38962,2534999.98304793,1609568100000,1609568999999
BTCBUSD,15m,29740.0,29757.58,29624.31,29681.76,94.118552,2795237.52245977,1609569000000,1609569899999
BTCBUSD,15m,29681.76,29828.64,29678.92,29792.65,283.104276,8431684.15368932,1609569900000,1609570799999
BTCBUSD,15m,29792.66,29860.13,29764.9,29846.78,219.374386,6543238.99817979,1609570800000,1609571699999
BTCBUSD,15m,29846.78,29855.27,29750.23,29791.81,153.832426,4583048.35550819,1609571700000,1609572599999
BTCBUSD,15m,29791.79,29817.49,29709.4,29805.26,146.59444,4361785.02608135,1609572600000,1609573499999
BTCBUSD,15m,29804.14,29895.84,29804.14,29826.46,212.217122,6334860.80766532,1609573500000,1609574399999
BTCBUSD,15m,29826.47,29923.49,29820.31,29833.6,184.827895,5524010.66436602,1609574400000,1609575299999
BTCBUSD,15m,29833.61,29887.75,29768.09,29798.66,114.014017,3400142.17098228,1609575300000,1609576199999
BTCBUSD,15m,29798.45,29851.85,29714.56,29851.85,94.421686,2813168.96027558,1609576200000,1609577099999
BTCBUSD,15m,29851.84,29910.0,29846.24,29909.07,100.272511,2996539.34500905,1609577100000,1609577999999
BTCBUSD,15m,29905.0,29927.68,29791.45,29799.15,96.84883,2891268.9215097,1609578000000,1609578899999
BTCBUSD,15m,29799.19,29886.43,29745.45,29760.82,83.682149,2495378.11758977,1609578900000,1609579799999
BTCBUSD,15m,29760.82,29832.47,29650.0,29822.02,105.197912,3128634.88351718,1609579800000,1609580699999
BTCBUSD,15m,29819.57,29970.22,29641.43,29680.47,337.831549,10077609.27490007,1609580700000,1609581599999
BTCBUSD,15m,29678.61,29770.0,29542.81,29736.47,227.660953,6751698.18466918,1609581600000,1609582499999
BTCBUSD,15m,29739.25,29895.1,29739.25,29841.82,143.306463,4274688.56249039,1609582500000,1609583399999
BTCBUSD,15m,29841.93,29855.0,29760.0,29791.07,66.102654,1970053.42689571,1609583400000,1609584299999
BTCBUSD,15m,29791.07,29823.06,29732.08,29743.78,72.070226,2146407.34778226,1609584300000,1609585199999
BTCBUSD,15m,29743.79,29840.63,29740.86,29795.55,72.139867,2150149.55235223,1609585200000,1609586099999
BTCBUSD,15m,29795.54,29800.36,29688.0,29731.43,120.955936,3598637.80605603,1609586100000,1609586999999
BTCBUSD,15m,29731.42,29800.3,29707.0,29775.88,121.647233,3621655.99615419,1609587000000,1609587899999
BTCBUSD,15m,29778.81,29828.42,29778.0,29814.48,141.481304,4216428.63101714,1609587900000,1609588799999
BTCBUSD,15m,29814.48,29948.54,29801.33,29937.31,166.778376,4985719.09586013,1609588800000,1609589699999
BTCBUSD,15m,29937.31,30480.0,29830.84,30345.46,1111.789453,33576201.16555159,1609589700000,1609590599999
BTCBUSD,15m,30344.38,30748.0,30244.89,30748.0,617.731093,18834717.5985578,1609590600000,1609591499999
BTCBUSD,15m,30747.95,30948.0,30582.52,30653.07,627.828121,19305992.17519335,1609591500000,1609592399999
BTCBUSD,15m,30653.06,30877.1,30569.87,30809.3,346.033139,10629662.22381289,1609592400000,1609593299999
BTCBUSD,15m,30811.4,30953.15,30750.02,30900.2,301.334219,9293394.26204269,1609593300000,1609594199999
BTCBUSD,15m,30901.4,31441.33,30810.0,31336.93,662.365149,20645116.11439035,1609594200000,1609595099999
BTCBUSD,15m,31337.85,31618.29,31119.72,31614.03,440.901685,13803533.33257144,1609595100000,1609595999999
BTCBUSD,15m,31614.03,31645.86,31364.6,31439.19,351.281184,11049737.85841779,1609596000000,1609596899999
BTCBUSD,15m,31437.64,31474.85,31124.11,31148.23,466.961634,14608604.25166166,1609596900000,1609597799999
BTCBUSD,15m,31148.23,31331.98,31148.23,31259.93,217.337936,6788172.67474104,1609597800000,1609598699999
BTCBUSD,15m,31260.01,31376.53,31190.0,31329.81,306.277761,9588894.09990866,1609598700000,1609599599999
BTCBUSD,15m,31329.81,31439.87,31287.19,31308.0,142.805781,4480512.61537602,1609599600000,1609600499999
BTCBUSD,15m,31306.74,31446.01,31304.61,31412.31,133.314123,4186018.84681896,1609600500000,1609601399999
BTCBUSD,15m,31414.8,31822.96,31380.57,31708.83,392.226435,12389038.67090523,1609601400000,1609602299999
BTCBUSD,15m,31714.72,31883.88,31631.54,31756.26,338.822359,10753841.13236613,1609602300000,1609603199999
BTCBUSD,15m,31757.29,32371.63,31757.29,32109.3,812.105205,26032190.59133844,1609603200000,1609604099999
BTCBUSD,15m,32108.89,32475.42,32047.34,32377.33,522.580656,16894631.33023616,1609604100000,1609604999999
BTCBUSD,15m,32378.85,33108.1,32352.1,32682.74,1337.727266,43896412.49670844,1609605000000,1609605899999
BTCBUSD,15m,32681.78,32881.24,32150.18,32549.85,973.707631,31656595.43725473,1609605900000,1609606799999
BTCBUSD,15m,32548.26,32750.0,32464.85,32664.65,288.993311,9426766.4629062,1609606800000,1609607699999
BTCBUSD,15m,32666.7,32810.29,32640.96,32677.82,230.757754,7553581.32701587,1609607700000,1609608599999
BTCBUSD,15m,32677.82,32799.97,32561.21,32745.84,151.210032,4939991.54365384,1609608600000,1609609499999
BTCBUSD,15m,32746.86,33000.0,32746.58,32935.15,306.45554,10083725.69860874,1609609500000,1609610399999
BTCBUSD,15m,32935.44,32982.02,32515.22,32662.8,318.54885,10417009.41637754,1609610400000,1609611299999
BTCBUSD,15m,32656.62,32786.0,32568.82,32786.0,182.487226,5972137.40481926,1609611300000,1609612199999
BTCBUSD,15m,32786.0,32838.58,32667.88,32830.87,194.19699,6366150.68344216,1609612200000,1609613099999
BTCBUSD,15m,32830.88,33333.33,32796.37,33044.52,788.143985,26082937.01763103,1609613100000,1609613999999
BTCBUSD,15m,33048.18,33149.84,32758.16,33015.22,532.175522,17560677.95287981,1609614000000,1609614899999
BTCBUSD,15m,33015.23,33082.19,32926.09,33069.0,167.411003,5527427.55847631,1609614900000,1609615799999
BTCBUSD,15m,33071.4,33215.69,33042.38,33155.51,224.139195,7423831.71041832,1609615800000,1609616699999
BTCBUSD,15m,33155.52,33272.05,33070.87,33082.04,260.52749,8645503.80065862,1609616700000,1609617599999
BTCBUSD,15m,33082.04,33115.84,32335.49,32833.28,718.431794,23483652.80696698,1609617600000,1609618499999
BTCBUSD,15m,32833.98,32851.62,32125.8,32282.21,638.640598,20698112.97347993,1609618500000,1609619399999
BTCBUSD,15m,32282.2,32466.0,31739.2,32118.71,661.959702,21244231.51471669,1609619400000,1609620299999
BTCBUSD,15m,32130.3,32130.3,30669.0,30695.44,1018.764581,32038900.28179435,1609620300000,1609621199999
BTCBUSD,15m,30727.25,31834.76,30375.92,31482.7,1169.022756,36514364.49242913,1609621200000,1609622099999
BTCBUSD,15m,31486.68,31942.91,31433.83,31652.19,395.342771,12533821.88784648,1609622100000,1609622999999
BTCBUSD,15m,31651.32,31724.59,31406.52,31636.35,277.499333,8761167.33731953,1609623000000,1609623899999
BTCBUSD,15m,31636.35,31853.98,31563.77,31707.98,148.591625,4718151.51909079,1609623900000,1609624799999
BTCBUSD,15m,31707.98,31715.53,31465.27,31685.52,132.706068,4189607.19086751,1609624800000,1609625699999
BTCBUSD,15m,31679.9,32235.0,31679.9,32219.1,193.41969,6183923.26928042,1609625700000,1609626599999
BTCBUSD,15m,32219.15,32318.95,32088.49,32186.53,214.461694,6910292.8944707,1609626600000,1609627499999
BTCBUSD,15m,32181.87,32287.68,32107.46,32167.4,143.980723,4638843.93853141,1609627500000,1609628399999
BTCBUSD,15m,32168.85,32215.18,31595.39,31900.0,311.210047,9915188.6566196,1609628400000,1609629299999
BTCBUSD,15m,31906.95,32072.66,31852.86,32004.6,225.852398,7220572.34456584,1609629300000,1609630199999
BTCBUSD,15m,32002.22,32060.61,31820.0,31940.96,144.507056,4612685.36728583,1609630200000,1609631099999
BTCBUSD,15m,31946.09,32269.26,31940.14,32215.48,144.315922,4635767.31723325,1609631100000,1609631999999
BTCBUSD,15m,32203.42,32286.64,32000.0,32130.94,159.369734,5128518.45644718,1609632000000,1609632899999
BTCBUSD,15m,32130.94,32231.07,32018.6,32227.08,112.779492,3623694.89845765,1609632900000,1609633799999
BTCBUSD,15m,32227.08,32482.08,32227.08,32437.96,165.804826,5369337.48702323,1609633800000,1609634699999
BTCBUSD,15m,32438.11,32532.33,32400.0,32473.35,98.603617,3201510.11463221,1609634700000,1609635599999
BTCBUSD,15m,32474.91,32514.47,32250.82,32441.04,147.727161,4787613.43877242,1609635600000,1609636499999
BTCBUSD,15m,32437.94,32670.57,32420.0,32654.32,80.284669,2614263.25487112,1609636500000,1609637399999
BTCBUSD,15m,32655.46,32780.45,32579.81,32637.27,142.075984,4643787.20658428,1609637400000,1609638299999
BTCBUSD,15m,32640.28,32829.39,32570.8,32615.01,130.06208,4257324.40880987,1609638300000,1609639199999
BTCBUSD,15m,32615.01,32746.87,32594.7,32673.28,71.788591,2345949.02187134,1609639200000,1609640099999
BTCBUSD,15m,32673.28,32830.57,32622.39,32812.21,64.514928,2111522.90892151,1609640100000,1609640999999
BTCBUSD,15m,32812.22,32916.64,32763.65,32852.02,117.629634,3865708.70951409,1609641000000,1609641899999
BTCBUSD,15m,32854.97,32891.17,32739.43,32777.07,81.062052,2660641.78865455,1609641900000,1609642799999
BTCBUSD,15m,32778.92,32787.16,32615.86,32632.24,105.989895,3468086.43199976,1609642800000,1609643699999
BTCBUSD,15m,32632.22,32736.32,32627.1,32677.06,58.101865,1898586.56008765,1609643700000,1609644599999
BTCBUSD,15m,32677.83,32679.77,32481.36,32602.86,130.466547,4250651.91989693,1609644600000,1609645499999
BTCBUSD,15m,32602.86,32770.68,32578.31,32617.16,83.689251,2734738.34709261,1609645500000,1609646399999
BTCBUSD,15m,32613.01,32749.04,32609.51,32666.53,97.061568,3172181.7884537,1609646400000,1609647299999
BTCBUSD,15m,32668.11,32675.42,32489.99,32611.99,97.051591,3161301.54842467,1609647300000,1609648199999
BTCBUSD,15m,32614.81,32769.0,32613.53,32754.12,116.672378,3815283.2637361,1609648200000,1609649099999
BTCBUSD,15m,32754.16,33287.99,32744.85,33231.42,313.473644,10358463.22942319,1609649100000,1609649999999
BTCBUSD,15m,33231.41,34100.0,33156.77,33844.96,940.059775,31688010.93462489,1609650000000,1609650899999
BTCBUSD,15m,33844.98,34086.94,33710.84,34010.24,401.03055,13591896.68500931,1609650900000,1609651799999
BTCBUSD,15m,34010.63,34211.57,33786.14,33976.2,378.152968,12873558.09707362,1609651800000,1609652699999
BTCBUSD,15m,33972.66,34090.92,33650.8,33781.84,342.248292,11588548.58407528,1609652700000,1609653599999
BTCBUSD,15m,33781.78,34133.69,33666.64,33831.73,308.681922,10471563.70861418,1609653600000,1609654499999
BTCBUSD,15m,33829.02,34008.48,33812.0,33881.57,170.348824,5778095.84476088,1609654500000,1609655399999
BTCBUSD,15m,33882.88,34105.59,33870.01,34017.46,212.867898,7241313.77129905,1609655400000,1609656299999
BTCBUSD,15m,34018.22,34096.18,33863.79,33999.84,160.746613,5458167.82696196,1609656300000,1609657199999
BTCBUSD,15m,33995.48,34056.9,33784.9,34025.8,142.327693,4828934.57030494,1609657200000,1609658099999
BTCBUSD,15m,34025.81,34598.0,33981.08,34517.98,452.244288,15544427.29704061,1609658100000,1609658999999
BTCBUSD,15m,34517.98,34743.91,34432.28,34674.04,414.9195,14360974.07373105,1609659000000,1609659899999
BTCBUSD,15m,34672.67,34786.0,34051.42,34489.08,667.478575,23025069.78101153,1609659900000,1609660799999
BTCBUSD,15m,34489.09,34600.0,33811.79,34129.02,572.993206,19588611.1004163,1609660800000,1609661699999
BTCBUSD,15m,34128.2,34474.26,33980.78,34446.99,230.401492,7892623.45007974,1609661700000,1609662599999
BTCBUSD,15m,34445.52,34706.56,34325.34,34669.99,178.747017,6165278.91998796,1609662600000,1609663499999
BTCBUSD,15m,34669.98,34669.98,34303.37,34404.03,243.555961,8404608.60900031,1609663500000,1609664399999
BTCBUSD,15m,34405.04,34614.8,34126.91,34273.63,306.575564,10534569.4346875,1609664400000,1609665299999
BTCBUSD,15m,34278.87,34344.0,33900.0,34055.92,320.143054,10930199.45457439,1609665300000,1609666199999
BTCBUSD,15m,34059.05,34223.56,33850.0,34097.16,258.841345,8819596.51668283,1609666200000,1609667099999
BTCBUSD,15m,34101.33,34271.23,34056.04,34220.57,174.805079,5972655.04244646,1609667100000,1609667999999
BTCBUSD,15m,34220.47,34383.25,34020.84,34082.02,190.321233,6507710.84030281,1609668000000,1609668899999
BTCBUSD,15m,34082.02,34155.15,33421.76,33768.81,603.253361,20375396.64541226,1609668900000,1609669799999
BTCBUSD,15m,33768.81,33991.19,33556.77,33966.05,265.958905,8999006.23284433,1609669800000,1609670699999
BTCBUSD,15m,33966.05,34145.43,33827.85,33911.1,342.196686,11633060.34565173,1609670700000,1609671599999
BTCBUSD,15m,33909.46,34230.7,33820.41,34122.18,309.383876,10541781.30462597,1609671600000,1609672499999
BTCBUSD,15m,34122.18,34192.23,33939.69,33959.83,307.94277,10494221.11885688,1609672500000,1609673399999
BTCBUSD,15m,33967.02,34184.76,33956.08,34137.26,170.024809,5791315.62913493,1609673400000,1609674299999
BTCBUSD,15m,34143.11,34468.0,34138.76,34437.38,256.060885,8792625.62415096,1609674300000,1609675199999
BTCBUSD,15m,34443.86,34620.0,34223.96,34535.67,364.37054,12560336.21464613,1609675200000,1609676099999
BTCBUSD,15m,34530.9,34554.37,34250.06,34321.49,144.453041,4963330.27697573,1609676100000,1609676999999
BTCBUSD,15m,34321.5,34387.74,33958.81,34159.85,293.692854,10023854.30520813,1609677000000,1609677899999
BTCBUSD,15m,34159.85,34261.88,34032.97,34132.24,121.496556,4147441.10194515,1609677900000,1609678799999
BTCBUSD,15m,34135.5,34419.17,34135.5,34377.45,156.502639,5367159.53043459,1609678800000,1609679699999
BTCBUSD,15m,34377.45,34400.0,34186.05,34201.56,116.705785,3999645.64677151,1609679700000,1609680599999
BTCBUSD,15m,34201.4,34222.65,33838.91,34084.73,285.685198,9727465.00688171,1609680600000,1609681499999
BTCBUSD,15m,34081.63,34200.0,33844.48,33915.89,215.017928,7315543.88281223,1609681500000,1609682399999
